model,seed,episodic_return,episodic_length,collided
deep_sets_mean_max_baseline,1047,18.158994342450917,38,1
deep_sets_mean_max_baseline,1048,14.759875248242517,26,1
deep_sets_mean_max_baseline,1049,30.065991259651433,48,1
uncertainty_aware_lambda_0.01,1000,25.012264038433724,42,1
uncertainty_aware_lambda_0.01,1001,19.89640088603096,33,1
uncertainty_aware_lambda_0.01,1002,30.320546795115472,41,1
uncertainty_aware_lambda_0.01,1003,17.64840918530585,37,1
uncertainty_aware_lambda_0.01,1004,30.57214865842465,43,1
uncertainty_aware_lambda_0.01,1005,33.94645875152119,46,1
uncertainty_aware_lambda_0.01,1006,30.912114191837684,40,1
uncertainty_aware_lambda_0.01,1007,35.39525582039114,52,1
uncertainty_aware_lambda_0.01,1008,29.932422004313427,40,1
uncertainty_aware_lambda_0.01,1009,23.081120369719653,33,1
uncertainty_aware_lambda_0.01,1010,34.31188315732009,55,1
uncertainty_aware_lambda_0.01,1011,18.96312260825535,38,1
uncertainty_aware_lambda_0.01,1012,32.62359535497125,44,1
uncertainty_aware_lambda_0.01,1013,22.81637373138038,35,1
uncertainty_aware_lambda_0.01,1014,28.204852892844595,52,1
uncertainty_aware_lambda_0.01,1015,36.1872820267991,49,1
uncertainty_aware_lambda_0.01,1016,25.13041159971454,40,1
uncertainty_aware_lambda_0.01,1017,502.33685381552465,600,0
uncertainty_aware_lambda_0.01,1018,28.54836359468995,47,1
uncertainty_aware_lambda_0.01,1019,29.82324503267443,39,1
uncertainty_aware_lambda_0.01,1020,24.672653148845512,37,1
uncertainty_aware_lambda_0.01,1021,24.14445564519134,45,1
uncertainty_aware_lambda_0.01,1022,29.88624719030164,55,1
uncertainty_aware_lambda_0.01,1023,30.64618001224937,48,1
uncertainty_aware_lambda_0.01,1024,20.987325557240332,36,1
uncertainty_aware_lambda_0.01,1025,28.457814916412218,39,1
uncertainty_aware_lambda_0.01,1026,26.33115221321471,39,1
uncertainty_aware_lambda_0.01,1027,32.03810257640596,44,1
uncertainty_aware_lambda_0.01,1028,26.48849739342391,41,1
uncertainty_aware_lambda_0.01,1029,30.40311942645739,42,1
uncertainty_aware_lambda_0.01,1030,18.234784045644254,38,1
uncertainty_aware_lambda_0.01,1031,32.7073779955661,51,1
uncertainty_aware_lambda_0.01,1032,502.13834935033054,600,0
uncertainty_aware_lambda_0.01,1033,35.6591119458294,57,1
uncertainty_aware_lambda_0.01,1034,498.95092951060997,600,0
uncertainty_aware_lambda_0.01,1035,31.755438382810485,44,1
uncertainty_aware_lambda_0.01,1036,26.313571042335422,50,1
uncertainty_aware_lambda_0.01,1037,20.311960084885325,41,1
uncertainty_aware_lambda_0.01,1038,14.991759663014498,32,1
uncertainty_aware_lambda_0.01,1039,500.94064204051506,600,0
uncertainty_aware_lambda_0.01,1040,29.9544470742071,44,1
uncertainty_aware_lambda_0.01,1041,501.7957266426585,600,0
uncertainty_aware_lambda_0.01,1042,30.51915510194857,41,1
uncertainty_aware_lambda_0.01,1043,26.429721189252938,38,1
uncertainty_aware_lambda_0.01,1044,30.61261937941836,40,1
uncertainty_aware_lambda_0.01,1045,26.774468585156477,44,1
uncertainty_aware_lambda_0.01,1046,25.660025889405826,49,1
uncertainty_aware_lambda_0.01,1047,18.70128275346968,38,1
uncertainty_aware_lambda_0.01,1048,21.372568744643875,42,1
uncertainty_aware_lambda_0.01,1049,24.990682198629035,48,1
